Num_Cta,Cli_codigo,TipoCuenta,Sucursal,FechaApertura,Saldo
191-10726-99,C0726,CTA CORRIENTE,Miraflores,23/12/2022,11615.99
191-10727-21,C0727,CTA AHORROS SOLES,La Molina,09/06/2017,4199.5
191-10728-22,C0728,CTA AHORROS SOLES,Miraflores,20/07/2016,12426.54
191-10729-82,C0729,CTA CORRIENTE,Callao,09/02/2011,2300.02
191-10730-29,C0730,CTA AHORROS SOLES,Lince,01/06/2016,13879.28
191-10731-66,C0731,CTA AHORROS SOLES,Surco,29/09/2014,10397.76
191-10732-44,C0732,CTA AHORROS DOLARES,Cajamarca,06/07/2014,9815.21
191-10733-40,C0733,CTA AHORROS SOLES,La Molina,23/06/2014,3470.81
191-10734-48,C0734,CTA CORRIENTE,La Molina,16/09/2023,9105.59
191-10735-45,C0735,CTA CORRIENTE,Miraflores,17/08/2012,787.84
191-10736-19,C0736,CTA CORRIENTE,Callao,10/09/2016,14698.27
191-10737-82,C0737,CTA AHORROS SOLES,San Isidro,02/09/2017,9015.83
191-10738-91,C0738,NA,Miraflores,08/04/2011,14187.4
191-10739-70,C0739,CTA AHORROS DOLARES,Surco,02/04/2017,5658.8
191-10740-84,C0740,NA,La Molina,09/10/2014,8413.45
191-10741-78,C0741,CTA AHORROS DOLARES,Cajamarca,30/09/2010,4431.77
191-10742-48,C0742,CTA CORRIENTE,Callao,29/10/2012,1730.74
191-10743-47,C0743,CTA AHORROS DOLARES,San Isidro,07/06/2017,12161.43
191-10744-16,C0744,CTA AHORROS SOLES,Cajamarca,20/10/2021,9651.49
191-10745-33,C0745,CTA AHORROS DOLARES,Miraflores,16/09/2017,1588.62
191-10746-82,C0746,CTA AHORROS DOLARES,Surco,05/12/2023,10055.21
191-10747-22,C0747,CTA CORRIENTE,La Molina,11/12/2010,7899.7
191-10748-97,C0748,CTA AHORROS SOLES,San Isidro,23/10/2016,4761.86
191-10749-18,C0749,CTA AHORROS SOLES,Miraflores,21/02/2012,4888.61
191-10750-43,C0750,CTA AHORROS SOLES,Cajamarca,15/03/2023,11781.46
191-10751-51,C0751,NA,Surco,24/02/2024,5316.36
191-10752-73,C0752,CTA AHORROS SOLES,Cajamarca,08/07/2014,13408.43
191-10753-84,C0753,CTA AHORROS DOLARES,Miraflores,13/07/2020,14674.78
191-10754-25,C0754,CTA AHORROS SOLES,Lince,23/11/2019,6534.9
191-10755-33,C0755,NA,San Isidro,23/03/2010,1855.37
191-10756-90,C0756,CTA AHORROS DOLARES,La Molina,10/10/2017,6156.89
191-10757-92,C0757,NA,Callao,24/05/2022,6864.6
191-10758-93,C0758,CTA AHORROS SOLES,Surco,27/01/2024,3207.8
191-10759-76,C0759,CTA AHORROS SOLES,Lince,20/11/2022,9101.44
191-10760-16,C0760,NA,Callao,08/10/2024,7233.19
191-10761-36,C0761,CTA AHORROS DOLARES,San Isidro,07/09/2017,7847.28
191-10762-28,C0762,CTA AHORROS SOLES,La Molina,05/03/2010,8101.8
191-10763-89,C0763,CTA CORRIENTE,Lince,15/11/2024,9883.42
191-10764-92,C0764,NA,San Isidro,16/08/2010,9753.7
191-10765-20,C0765,NA,Surco,24/02/2012,11113.45
191-10766-64,C0766,CTA CORRIENTE,La Molina,10/02/2017,13172.28
191-10767-79,C0767,CTA AHORROS SOLES,Callao,30/12/2023,8407.86
191-10768-65,C0768,CTA AHORROS SOLES,La Molina,19/06/2018,11151.64
191-10769-37,C0769,CTA CORRIENTE,Surco,20/12/2010,5377.42
191-10770-72,C0770,CTA CORRIENTE,Miraflores,29/03/2014,3590.79
191-10771-21,C0771,CTA AHORROS SOLES,Cajamarca,16/02/2017,2195.73
191-10772-13,C0772,CTA CORRIENTE,San Isidro,23/10/2023,8411.17
191-10773-66,C0773,CTA AHORROS SOLES,Surco,03/10/2013,5423.33
191-10774-46,C0774,NA,Cajamarca,16/05/2021,6465.48
191-10775-29,C0775,NA,Cajamarca,29/07/2010,5703.88
191-10776-45,C0776,CTA AHORROS SOLES,Lince,01/01/2021,12758.39
191-10777-87,C0777,CTA AHORROS DOLARES,Lince,30/08/2014,13996.08
191-10778-23,C0778,CTA AHORROS SOLES,La Molina,13/01/2012,5439.54
191-10779-26,C0779,CTA AHORROS SOLES,Cajamarca,17/06/2011,2506.73
191-10780-70,C0780,CTA AHORROS SOLES,La Molina,15/01/2011,11843.23
191-10781-61,C0781,CTA AHORROS SOLES,Callao,21/02/2024,13816.29
191-10782-53,C0782,CTA AHORROS DOLARES,Surco,04/10/2010,8235.22
191-10783-51,C0783,CTA AHORROS DOLARES,Surco,12/12/2015,11263.55
191-10784-78,C0784,CTA AHORROS SOLES,La Molina,27/08/2017,5518.41
191-10785-57,C0785,CTA AHORROS DOLARES,Lince,20/07/2023,14587.21
191-10786-31,C0786,CTA CORRIENTE,La Molina,08/07/2010,4766.38
191-10787-62,C0787,CTA AHORROS DOLARES,Lince,02/06/2012,6791.52
191-10788-26,C0788,CTA CORRIENTE,Cajamarca,21/05/2021,4991.77
191-10789-60,C0789,CTA CORRIENTE,Callao,15/09/2016,2959.93
191-10790-78,C0790,CTA AHORROS SOLES,San Isidro,02/02/2018,9603.51
191-10791-59,C0791,CTA AHORROS DOLARES,Surco,27/02/2013,14919.31
191-10792-43,C0792,CTA AHORROS SOLES,Callao,25/05/2019,10905.21
191-10793-62,C0793,NA,Miraflores,29/08/2020,1284.5
191-10794-86,C0794,CTA AHORROS DOLARES,Callao,01/11/2016,8062.57
191-10795-81,C0795,CTA AHORROS DOLARES,Cajamarca,20/06/2022,1117.21
191-10796-42,C0796,NA,Cajamarca,23/07/2017,13672.06
191-10797-77,C0797,CTA CORRIENTE,Surco,08/10/2021,13598.6
191-10798-56,C0798,CTA CORRIENTE,Cajamarca,04/12/2014,5185.17
191-10799-40,C0799,CTA CORRIENTE,Callao,25/12/2018,6689.2
191-10800-30,C0800,CTA AHORROS SOLES,San Isidro,02/08/2013,7526.42
191-10801-81,C0801,CTA AHORROS SOLES,Callao,03/07/2022,11664.97
191-10802-12,C0802,CTA AHORROS DOLARES,San Isidro,22/10/2021,11614.97
191-10803-25,C0803,CTA AHORROS DOLARES,Lince,20/06/2018,5838.92
191-10804-19,C0804,CTA CORRIENTE,Callao,16/12/2021,3134.77
191-10805-91,C0805,NA,Cajamarca,18/09/2016,4771.95
191-10806-79,C0806,CTA CORRIENTE,Miraflores,23/08/2022,11429.32
191-10807-16,C0807,CTA AHORROS DOLARES,San Isidro,21/06/2018,1394.93
191-10808-44,C0808,NA,San Isidro,06/10/2014,12619.42
191-10809-27,C0809,NA,Miraflores,02/12/2024,1168.19
191-10810-29,C0810,CTA AHORROS DOLARES,La Molina,03/07/2017,9725.23
191-10811-12,C0811,CTA AHORROS SOLES,La Molina,15/08/2024,6847.27
191-10812-89,C0812,CTA CORRIENTE,San Isidro,27/06/2011,4197.68
191-10813-91,C0813,CTA AHORROS DOLARES,Lince,07/07/2020,10204.88
191-10814-97,C0814,CTA AHORROS DOLARES,Callao,17/01/2017,4464.32
191-10815-23,C0815,CTA AHORROS DOLARES,Surco,28/11/2017,2540.5
191-10816-49,C0816,CTA AHORROS DOLARES,Lince,07/05/2021,9633.98
191-10817-40,C0817,CTA AHORROS DOLARES,Cajamarca,30/12/2018,1158.65
191-10818-18,C0818,NA,Callao,06/01/2023,7552.02
191-10819-25,C0819,CTA AHORROS SOLES,Cajamarca,06/03/2012,10274.13
191-10820-52,C0820,NA,Miraflores,14/01/2010,12533.7
191-10821-30,C0821,CTA AHORROS SOLES,Surco,09/09/2016,10714.29
191-10822-88,C0822,CTA AHORROS DOLARES,Surco,14/11/2011,14896.85
191-10823-63,C0823,NA,Lince,31/12/2015,1681.78
191-10824-42,C0824,CTA AHORROS SOLES,Callao,16/03/2018,13312.76
191-10825-35,C0825,NA,Surco,03/11/2018,10164.83
191-10826-77,C0826,NA,San Isidro,03/12/2024,6200.12
191-10827-95,C0827,NA,La Molina,25/05/2024,12697.44
191-10828-75,C0828,CTA AHORROS SOLES,Cajamarca,04/09/2010,14952.28
191-10829-67,C0829,CTA CORRIENTE,Surco,23/12/2014,9487.31
191-10830-87,C0830,CTA AHORROS SOLES,San Isidro,12/04/2017,9505.11
191-10831-18,C0831,CTA CORRIENTE,San Isidro,16/05/2022,9513.7
191-10832-13,C0832,CTA AHORROS DOLARES,Cajamarca,12/12/2014,13365.55
191-10833-78,C0833,NA,Cajamarca,25/04/2020,13691.92
191-10834-96,C0834,NA,San Isidro,29/11/2023,10293.66
191-10835-18,C0835,NA,San Isidro,01/11/2020,2507.2
191-10836-26,C0836,CTA CORRIENTE,La Molina,19/05/2017,6439.37
191-10837-43,C0837,NA,San Isidro,26/03/2020,10333.7
191-10838-75,C0838,NA,Cajamarca,22/02/2010,5385.64
191-10839-94,C0839,CTA AHORROS DOLARES,Lince,25/03/2020,3512.5
191-10840-21,C0840,CTA AHORROS SOLES,Miraflores,18/06/2019,11377.13
191-10841-91,C0841,CTA AHORROS DOLARES,Callao,21/01/2017,1721.02
191-10842-36,C0842,CTA AHORROS DOLARES,La Molina,19/12/2023,5840.17
191-10843-73,C0843,CTA AHORROS SOLES,Surco,04/06/2019,11931.41
191-10844-91,C0844,CTA AHORROS DOLARES,Surco,31/08/2019,5690.89
191-10845-40,C0845,NA,Cajamarca,14/11/2016,12971.26
191-10846-74,C0846,CTA AHORROS SOLES,Cajamarca,23/03/2020,8763.34
191-10847-16,C0847,CTA AHORROS DOLARES,Cajamarca,06/06/2021,9121.52
191-10848-76,C0848,CTA CORRIENTE,Surco,13/02/2024,9068.99
191-10849-19,C0849,CTA AHORROS DOLARES,Miraflores,21/02/2024,3923.19
191-10850-59,C0850,NA,Callao,13/06/2023,6837.42
191-10851-63,C0851,CTA AHORROS SOLES,San Isidro,04/10/2018,7454.14
191-10852-20,C0852,NA,Miraflores,11/06/2014,2595.44
191-10853-37,C0853,CTA AHORROS SOLES,Cajamarca,20/03/2024,6475.64
191-10854-83,C0854,NA,Lince,02/11/2011,14546.46
191-10855-97,C0855,NA,Cajamarca,09/11/2011,5341.69
191-10856-94,C0856,CTA CORRIENTE,San Isidro,12/10/2010,5844.14
191-10857-82,C0857,CTA CORRIENTE,Lince,16/11/2020,4287.0
191-10858-83,C0858,NA,San Isidro,09/04/2018,14828.13
191-10859-98,C0859,CTA AHORROS DOLARES,Miraflores,24/03/2013,5958.22
191-10860-10,C0860,CTA AHORROS SOLES,Surco,13/12/2018,3221.27
191-10861-93,C0861,CTA AHORROS SOLES,Callao,29/04/2019,9739.6
191-10862-80,C0862,CTA AHORROS DOLARES,San Isidro,23/03/2010,7862.04
191-10863-85,C0863,CTA CORRIENTE,San Isidro,24/04/2023,13662.43
191-10864-29,C0864,CTA AHORROS SOLES,Cajamarca,05/05/2017,9356.37
191-10865-93,C0865,NA,Cajamarca,09/01/2011,10191.91
191-10866-78,C0866,NA,Lince,02/09/2022,7472.5
191-10867-42,C0867,NA,Miraflores,04/02/2012,2839.15
191-10868-36,C0868,CTA AHORROS SOLES,Callao,12/10/2011,11527.38
191-10869-69,C0869,CTA AHORROS SOLES,Cajamarca,22/10/2023,7972.52
191-10870-27,C0870,CTA CORRIENTE,San Isidro,26/09/2017,1480.14
191-10871-39,C0871,NA,Miraflores,31/01/2011,11280.76
191-10872-48,C0872,NA,La Molina,17/09/2014,8646.3
191-10873-44,C0873,NA,La Molina,09/03/2012,6458.96
191-10874-49,C0874,CTA AHORROS SOLES,Lince,23/06/2013,4545.95
191-10875-94,C0875,CTA AHORROS DOLARES,San Isidro,21/10/2021,8801.96
191-10876-41,C0876,CTA AHORROS SOLES,Surco,20/06/2022,3337.59
191-10877-57,C0877,CTA AHORROS DOLARES,Cajamarca,12/04/2018,13051.34
191-10878-19,C0878,CTA AHORROS SOLES,San Isidro,25/11/2023,10217.26
191-10879-11,C0879,NA,La Molina,17/02/2017,5839.06
191-10880-35,C0880,NA,La Molina,24/10/2021,8413.32
191-10881-80,C0881,CTA AHORROS DOLARES,Surco,01/12/2013,9275.21
191-10882-55,C0882,CTA AHORROS DOLARES,Callao,22/01/2017,12388.64
191-10883-70,C0883,CTA CORRIENTE,San Isidro,05/08/2024,7237.64
191-10884-40,C0884,CTA AHORROS DOLARES,Cajamarca,08/08/2013,7635.73
191-10885-58,C0885,CTA CORRIENTE,Miraflores,11/10/2023,1640.7
191-10886-99,C0886,CTA AHORROS DOLARES,La Molina,06/07/2018,1242.94
191-10887-56,C0887,CTA CORRIENTE,Cajamarca,18/09/2010,7352.84
191-10888-82,C0888,CTA AHORROS SOLES,San Isidro,12/02/2020,2888.93
191-10889-17,C0889,CTA AHORROS SOLES,Callao,14/09/2023,6633.47
191-10890-92,C0890,CTA AHORROS SOLES,Miraflores,22/03/2018,4620.56
191-10891-51,C0891,CTA AHORROS DOLARES,La Molina,13/12/2020,4202.22
191-10892-87,C0892,CTA CORRIENTE,Surco,27/10/2014,10090.96
191-10893-13,C0893,CTA AHORROS DOLARES,Lince,26/12/2021,11361.74
191-10894-47,C0894,NA,Miraflores,12/10/2010,9390.69
191-10895-89,C0895,CTA AHORROS DOLARES,Callao,19/04/2016,13576.69
191-10896-28,C0896,CTA AHORROS DOLARES,Lince,28/02/2021,8628.52
191-10897-97,C0897,CTA CORRIENTE,Callao,16/03/2023,12516.35
191-10898-66,C0898,NA,San Isidro,17/06/2024,14027.15
191-10899-84,C0899,CTA AHORROS SOLES,Callao,20/04/2020,12398.47
191-10900-52,C0900,CTA AHORROS SOLES,Callao,02/08/2023,8251.51
191-10901-12,C0901,CTA AHORROS SOLES,Callao,03/12/2020,3654.73
191-10902-34,C0902,NA,Miraflores,23/11/2013,4101.12
191-10903-68,C0903,NA,Miraflores,28/12/2016,7251.3
191-10904-51,C0904,CTA AHORROS DOLARES,Miraflores,11/01/2020,6497.61
191-10905-25,C0905,NA,La Molina,29/12/2014,2459.54
191-10906-67,C0906,CTA CORRIENTE,San Isidro,09/08/2017,14704.22
191-10907-98,C0907,CTA AHORROS SOLES,San Isidro,05/05/2016,12673.54
191-10908-84,C0908,CTA AHORROS DOLARES,Callao,23/09/2016,8421.54
191-10909-33,C0909,CTA CORRIENTE,Lince,17/04/2016,14140.14
191-10910-49,C0910,NA,Cajamarca,26/06/2012,11117.82
191-10911-22,C0911,CTA AHORROS DOLARES,Callao,31/07/2018,12491.58
191-10912-88,C0912,CTA AHORROS SOLES,La Molina,10/12/2021,9481.6
191-10913-50,C0913,CTA CORRIENTE,Surco,13/01/2024,10715.76
191-10914-90,C0914,CTA CORRIENTE,Lince,05/01/2020,12464.57
191-10915-83,C0915,CTA AHORROS SOLES,Surco,29/11/2018,9200.37
191-10916-17,C0916,CTA AHORROS DOLARES,Callao,16/04/2011,3303.78
191-10917-48,C0917,CTA CORRIENTE,Callao,20/03/2012,11045.32
191-10918-59,C0918,CTA CORRIENTE,Lince,17/03/2011,3021.63
191-10919-45,C0919,CTA AHORROS SOLES,Miraflores,15/12/2012,14378.78
191-10920-78,C0920,CTA AHORROS DOLARES,Cajamarca,10/03/2012,5988.15
191-10921-82,C0921,CTA CORRIENTE,Miraflores,18/11/2018,9405.29
191-10922-36,C0922,CTA AHORROS SOLES,San Isidro,03/08/2010,2543.97
191-10923-41,C0923,CTA AHORROS SOLES,Surco,04/03/2015,12845.61
191-10924-93,C0924,NA,San Isidro,24/08/2013,6798.76
191-10925-79,C0925,CTA CORRIENTE,Callao,19/11/2019,13492.77
191-10926-54,C0926,CTA CORRIENTE,Callao,17/08/2011,12792.92
191-10927-15,C0927,CTA AHORROS DOLARES,Miraflores,01/12/2022,12036.89
191-10928-89,C0928,CTA CORRIENTE,La Molina,06/08/2017,3347.86
191-10929-78,C0929,CTA AHORROS SOLES,Callao,07/01/2021,2365.12
191-10930-39,C0930,CTA AHORROS SOLES,Surco,04/03/2016,13266.94
191-10931-46,C0931,NA,Miraflores,16/09/2014,4614.74
191-10932-64,C0932,CTA AHORROS DOLARES,Cajamarca,17/12/2022,11436.6
191-10933-83,C0933,CTA AHORROS SOLES,La Molina,21/09/2016,7717.59
191-10934-22,C0934,CTA AHORROS SOLES,Callao,29/05/2024,6296.25
191-10935-67,C0935,NA,La Molina,05/08/2017,2438.63
191-10936-38,C0936,CTA CORRIENTE,La Molina,25/11/2019,5829.88
191-10937-77,C0937,CTA AHORROS DOLARES,Miraflores,12/01/2019,7300.99
191-10938-23,C0938,CTA CORRIENTE,Callao,12/09/2021,8121.93
191-10939-19,C0939,CTA AHORROS DOLARES,Callao,03/03/2018,14518.45
191-10940-25,C0940,CTA CORRIENTE,San Isidro,12/09/2024,14667.9
191-10941-16,C0941,CTA AHORROS DOLARES,Callao,14/10/2015,1670.49
191-10942-94,C0942,NA,Callao,29/09/2013,12324.24
191-10943-52,C0943,CTA AHORROS DOLARES,Cajamarca,17/06/2023,3942.51
191-10944-56,C0944,CTA AHORROS DOLARES,La Molina,03/05/2017,715.55
191-10945-48,C0945,CTA CORRIENTE,San Isidro,10/07/2017,14750.71
191-10946-56,C0946,CTA CORRIENTE,Surco,03/02/2014,4422.9
191-10947-89,C0947,CTA AHORROS SOLES,Lince,30/07/2023,11832.37
191-10948-40,C0948,CTA CORRIENTE,Miraflores,08/11/2024,5491.55
191-10949-44,C0949,NA,Lince,12/12/2010,5325.18
191-10950-26,C0950,CTA AHORROS SOLES,La Molina,08/10/2022,13569.64
191-10951-31,C0951,NA,Cajamarca,24/01/2023,9417.64
191-10952-54,C0952,CTA AHORROS DOLARES,La Molina,03/12/2013,14013.25
191-10953-56,C0953,NA,San Isidro,26/10/2023,8797.24
191-10954-85,C0954,CTA AHORROS DOLARES,Surco,06/12/2015,14316.11
191-10955-27,C0955,NA,Surco,08/09/2020,5845.74
191-10956-55,C0956,CTA AHORROS DOLARES,Callao,08/08/2013,10382.14
191-10957-43,C0957,NA,Cajamarca,26/03/2020,7310.85
191-10958-81,C0958,CTA AHORROS SOLES,La Molina,14/01/2020,12434.74
191-10959-66,C0959,NA,San Isidro,08/12/2023,3312.95
191-10960-31,C0960,CTA CORRIENTE,Lince,22/01/2023,10627.05
191-10961-73,C0961,NA,Lince,05/01/2019,9756.92
191-10962-76,C0962,CTA CORRIENTE,La Molina,13/11/2011,2946.68
191-10963-94,C0963,CTA AHORROS SOLES,Surco,09/11/2024,3726.87
191-10964-45,C0964,CTA AHORROS SOLES,La Molina,08/03/2016,13041.44
191-10965-36,C0965,CTA AHORROS SOLES,San Isidro,18/01/2020,4868.67
191-10966-60,C0966,CTA CORRIENTE,Callao,14/03/2022,5645.09
191-10967-54,C0967,CTA AHORROS SOLES,Surco,28/06/2022,13207.05
191-10968-46,C0968,NA,Miraflores,01/04/2023,12425.22
191-10969-39,C0969,CTA CORRIENTE,Surco,09/06/2011,12069.54
191-10970-14,C0970,CTA AHORROS SOLES,Surco,08/11/2012,14234.69
191-10971-58,C0971,CTA CORRIENTE,Cajamarca,13/12/2023,13342.54
191-10972-36,C0972,CTA AHORROS DOLARES,Callao,24/04/2012,7642.11
191-10973-98,C0973,CTA CORRIENTE,La Molina,06/01/2011,976.69
191-10974-58,C0974,CTA AHORROS DOLARES,Miraflores,14/12/2010,4109.02
191-10975-84,C0975,CTA AHORROS DOLARES,Cajamarca,17/06/2020,874.97
191-10976-65,C0976,CTA CORRIENTE,Cajamarca,17/05/2024,4393.71
191-10977-90,C0977,NA,La Molina,12/02/2014,14879.54
191-10978-58,C0978,CTA AHORROS SOLES,San Isidro,08/03/2013,5589.45
191-10979-93,C0979,CTA AHORROS SOLES,Surco,02/02/2017,3727.24
191-10980-57,C0980,CTA AHORROS DOLARES,Callao,27/06/2017,10341.22
191-10981-77,C0981,NA,Callao,10/07/2014,4515.91
191-10982-17,C0982,CTA AHORROS DOLARES,Miraflores,14/09/2019,9734.97
191-10983-85,C0983,NA,Lince,19/12/2015,8489.26
191-10984-72,C0984,NA,Cajamarca,25/07/2011,13233.24
191-10985-42,C0985,CTA AHORROS DOLARES,Cajamarca,24/12/2015,7419.18
191-10986-25,C0986,CTA AHORROS DOLARES,Miraflores,04/03/2022,7492.55
191-10987-35,C0987,CTA AHORROS DOLARES,Lince,23/02/2019,14524.6
191-10988-82,C0988,CTA AHORROS SOLES,San Isidro,12/02/2016,13651.76
191-10989-24,C0989,CTA AHORROS SOLES,San Isidro,05/06/2010,506.85
191-10990-67,C0990,CTA AHORROS DOLARES,Lince,29/07/2023,2480.25
191-10991-51,C0991,CTA AHORROS SOLES,Cajamarca,17/04/2011,6427.16
191-10992-27,C0992,CTA AHORROS SOLES,Cajamarca,06/03/2019,8591.84
191-10993-65,C0993,NA,Surco,15/01/2014,2961.54
191-10994-92,C0994,NA,Surco,22/06/2019,8511.1
191-10995-88,C0995,NA,San Isidro,20/06/2012,7123.08
191-10996-58,C0996,CTA AHORROS SOLES,Cajamarca,04/05/2011,7225.79
191-10997-89,C0997,CTA CORRIENTE,Cajamarca,25/06/2022,7545.33
191-10998-55,C0998,CTA AHORROS DOLARES,Lince,07/06/2014,14290.36
191-10999-50,C0999,CTA AHORROS DOLARES,Miraflores,27/03/2015,8822.75
191-11000-91,C1000,NA,San Isidro,16/03/2013,3737.37
